PV,PD,Volume,NoiseRisk,scenario,run_id,mode,seed
0.0,0.0,0.0,0.0,B1,0,,12345
0.0,0.0,0.0,0.0,B1,1,,12346
0.0,0.0,0.0,0.0,B1,2,,12347
0.0,0.0,0.0,0.0,B1,3,,12348
0.0,0.0,0.0,0.0,B1,4,,12349
0.0,0.0,0.0,0.0,B1,5,,12350
0.0,0.0,0.0,0.0,B1,6,,12351
0.0,0.0,0.0,0.0,B1,7,,12352
0.0,0.0,0.0,0.0,B1,8,,12353
0.0,0.0,0.0,0.0,B1,9,,12354
