PV,PD,Volume,NoiseRisk,scenario,run_id,mode,seed
0.0,0.0,0.0,0.0,B9,0,,12345
0.0,0.0,0.0,0.0,B9,1,,12346
0.0,0.0,0.0,0.0,B9,2,,12347
0.0,0.0,0.0,0.0,B9,3,,12348
0.0,0.0,0.0,0.0,B9,4,,12349
0.0,0.0,0.0,0.0,B9,5,,12350
0.0,0.0,0.0,0.0,B9,6,,12351
0.0,0.0,0.0,0.0,B9,7,,12352
0.0,0.0,0.0,0.0,B9,8,,12353
0.0,0.0,0.0,0.0,B9,9,,12354
